custo_medio_venda;faturamento_margem_lucro_liquido;percentual;preco_medio_venda;vei_peso_liquido;vei_produto_codigo_interno;vei_produto_nome;vei_produto_sku;vei_produto_unidade;vei_quantidade;vei_valor_total
2,402;66,112;0,02;3,99;0;1239;FRUTAS SORTIDAS DORI DELIKET 70G;;UN;5;19,95
1,31;90,076;0,02;2,49;0;1194;AGUA OXIGENADA CRUZEIRO CREMOSA VOLUME 40 ;;UN;8;19,92
1,73;43,931;0,02;2,49;0;587;DETERGENTE LIMPOL MAÇA 500ML;;UN;8;19,92
1,28;55,469;0,02;1,99;0;4875;BICARBONATO DE SODIO JUNCO 100G;;UN;10;19,9
6,99;41,631;0,02;9,9;0;15566;APRESUNTADO FATIADO FRIMESA 200g;;UN;2;19,8
1,26;19,048;0,02;1,5;0;7333;CHOCOLATE GAROTO BATON BRANCO 16G;;UN;13;19,5
3,85;68,571;0,02;6,49;0;5578;ESCOVA DE DENTE ORAL B 1.2.3 MEDIA;;UN;3;19,47
3,33;94,895;0,02;6,49;0;17526;PIZZA PROTINHO FRANGO COM REQUEIJAO CREMOSO;;UN;3;19,47
4,3;50,93;0,02;6,49;0;17187;ALIMENTO COMPLETO CHANIN MIX 280G;;UN;3;19,47
4,54;42,952;0,02;6,49;0;16263;PIZZA QUASE PRONTO BROTINHO CALABRESA 130G;;UN;3;19,47
4,68;38,675;0,02;6,49;0;2800;FARINHA DE TRIGO CRISTAL INTEGRAL 1KG;;UN;3;19,47
3,8;70,789;0,02;6,49;0;16477;SUPLEMENTO PRO FORCE MORANGO 250ML;;UN;3;19,47
2,143;49,3;0,02;3,2;0;2150;BISCOITO BAUDUCCO CHOCOLATE 140G;;UN;6;19,2
3,8;150;0,02;9,5;0;6270;PANO SACO XADREZ AZUL;;UN;2;19
6,5;46,154;0,02;9,5;0;17832;BOLHA DE SABÃO -GRANDE  BUG;;UN;2;19
6,53;45,482;0,02;9,5;0;9809;SACO PARA LIXO REFORÇADO PURA CASA 30L;;UN;2;19
10,9;74,22;0,02;18,99;0;10750;CABO PRATICELL UNIVERSAL;;UN;1;18,99
13,2;43,864;0,02;18,99;0;5400;ESCOVA SANITARIA COM SUPORTE CONDOR;;UN;1;18,99
13,53;40,355;0,02;18,99;0;13726;VEJA LIMPEZA PESADA 2EM1 ORIGINAL 1LT;;UN;1;18,99
6,98;35,96;0,02;9,49;0;3740;CANELA EM PO GOIAS POTE 70g;;UN;2;18,98
6,11;55,319;0,02;9,49;0;16686;NUTRATA PROTO WAFER 7g -MORANGO;;UN;2;18,98
6,31;50,396;0,02;9,49;0;6287;SABONETE  LIQUIDO MONANGE  FLOR DE LAVANDA 240ml;;UN;2;18,98
6,69;41,854;0,02;9,49;0;3306;CHOCOLATE LACTA LAKA 80g;;UN;2;18,98
6,51;45,776;0,02;9,49;0;26253235939;ABSORVENTE ALWAYS NOT SECA C/ ABAS Gx8un;;UN;2;18,98
2,65;43,019;0,02;3,79;0;3647;CANELA EM CASCA FIBRA FORTE 10G;;UN;5;18,95
2,71;84,133;0,02;4,99;0;13328;TRIDENT MAX HORTELA FRESCA 16,5g;;UN;4;18,93
2;35;0,02;2,7;0;26253235820;NISSIN MIOJO GALINHA CAIPIRA ;;UN;7;18,9
1,91;41,361;0,02;2,7;0;4084;MIOJO NISSIN LAMEN CARNE 80G;;UN;7;18,9
1,9;42,105;0,02;2,7;0;4142;NISSIN LAMEN GALINHA CAIPIRA COM TOMATE 80g;;UN;7;18,9
10,9;73,394;0,02;18,9;0;16865;CARREGADOR VEICULAR PRATICELL;;UN;1;18,9
3,35;40;0,02;4,69;0;5865;BISCOITO WAFER BAUDUCCO SABOR CHOCOLATE 140G;;UN;4;18,76
13,89;34,989;0,02;18,75;0;26253235737;CAFE SOUVEL 3 CORAÇOES TRADICIONAL VD 100G;20198;UN;1;18,75
2,51;49,402;0,02;3,75;0;78983626;MACARRAO CRISTAL LASANHA PRE-COZIDA  200g;;UN;5;18,75
1,4;65,179;0,02;2,313;0;16562;RUPPERS SALGADINHO PRESUNTO 50G;;UN;8;18,5
3,45;33,768;0,02;4,615;0;26253235911;IOGURTE TRIPLO ZERO MORANGO CM 170ml;1448;UN;4;18,46
2,54;43,701;0,02;3,65;0;4324;SABONETE PROTEX ALOE 85g;;UN;5;18,25
1,34;49,254;0,02;2;0;10805;BOLACHA RECHEADA MORANGO CRISTAL 112G;;UN;9;18
1,34;49,254;0,02;2;0;10804;BOLACHA RECHEADA CHOCOLATE CRISTAL 112G;;UN;9;18
1,39;43,885;0,02;2;0;26253235659;TUBIN  MORANGO BISCOITO WAFER 48g   ;;UN;9;18
13,25;35,774;0,02;17,99;0;236;OLEO DE PEROBA 200ML;;UN;1;17,99
11,99;50,042;0,02;17,99;0;17675;VINHO TINTO SUAVE CAMPO LARGO 750ml;;UN;1;17,99
11,99;50,042;0,02;17,99;0;17141;VINHO DE MESA TINTO SECO 750ml;;UN;1;17,99
12,62;42,552;0,02;17,99;0;4331;BATATA PALHA SULLPER TRADICIONAL 400G;;UN;1;17,99
11,99;50,042;0,02;17,99;0;18298;VINHO BRANCO SUAVE CAMPO LARGO 750ml;;UN;1;17,99
5,96;50,839;0,02;8,99;0;13334;FIXED REAPARADOR DE PONTAS FILTRO SOLAR 30ml;;UN;2;17,98
6,16;45,942;0,02;8,99;0;2639;CANJICA BRANCA CRISTAL KODILAR 500G;;UN;2;17,98
4,31;108,585;0,02;8,99;0;19209;NECTAR DE COCO REFRESH 1L;;UN;2;17,98
3,02;197,682;0,02;8,99;0;1439;CREME DENTAL COLGATE TOTAL 12 CLEAN MINT 90G;;UN;2;17,98
3,9;53,59;0,02;5,99;0;13088;UTEK FITA PARA EMBALAGEM 45x40cm;;UN;3;17,97
4,13;45,036;0,02;5,99;0;5819;CUP NOODLES NISSIN GALINHA CAIPIRA 69G;;UN;3;17,97
4,13;45,036;0,02;5,99;0;15612;GELATINA SEM SABOR BRETZKE 24G;;UN;3;17,97
3,53;69,688;0,02;5,99;0;8102;FUMO CAVALINHO DUMELHOR 35G;;UN;3;17,97
3,79;58,047;0,02;5,99;0;15817;LAPIS DE COR CROMUS 12un;;UN;3;17,97
3,46;73,121;0,02;5,99;0;9568;CADERNO JANDAIA 48 FOLHAS PRETO;;UN;3;17,97
4,5;33,111;0,02;5,99;0;15218;REFRIGERANTE JAÓ LIMAO 2LT;;UN;3;17,97
3,99;12,531;0,02;4,49;0;6781;GUARANA ANTARCTICA 1L;;UN;4;17,96
3,2;40,313;0,02;4,49;0;16197;B-READY NUTELLA 22G;;UN;4;17,96
1,03;93,204;0,02;1,99;0;14708;ESPONJA DE ACO ASSOLAN 8UN 45G;;UN;9;17,91
1,3;53,077;0,02;1,99;0;3974;EXTRATO DE TOMATE FUGINI 190G;;UN;9;17,91
2,8;-28,929;0,02;1,99;0;927;PRATOS DESCARTAVEIS TERMOPOT FUNDO ;;UN;9;17,91
12,67;40,489;0,02;17,8;0;6104;ABSORVENTE INTIMUS COM ABAS COBERTURA SECA 32un;;UN;1;17,8
6,23;42,857;0,02;8,9;0;2390;UVA PASSA LA VIOLETERA SEM SEMENTES 200G;;UN;2;17,8
5,99;46,745;0,02;8,79;0;26253235900;QVITA SACHE (FRUTAS VERMELHAS) 15G;114;UN;2;17,58
1,8;94,444;0,02;3,5;0;26253235461;NECTAR PICOLE DE MARACUJA;;UN;5;17,5
2,74;27,737;0,02;3,5;0;483431684;NECTAR PICOLE DE MORANGO ;;UN;5;17,5
12,41;40,129;0,02;17,39;0;16054;SHAMPOO DOVE RECONSTRUÇÃO 200ML;;UN;1;17,39
2,9;46,552;0,01;4,25;0;4308;SABONETE PALMOLIVE SENSAÇAO PURIFICANTE 150g;;UN;4;17
13,84;37,211;0,01;18,99;0;8735;CANTO DE MINAS COALHADA TRIPLO ZERO 900g;;UN;1;16,99
12,3;38,13;0,01;16,99;0;1330;CONDICIONADOR SEDA LISO PERFEITO 325ML;;UN;1;16,99
11,47;48,126;0,01;16,99;0;17352;HUGGIES SABONETE EXTRA SUAVE 200ml;;UN;1;16,99
11,49;47,868;0,01;16,99;0;17770;DOCE DE AMEIXA DE QUEIJO PEDAÇO 300g;;UN;1;16,99
12,02;41,348;0,01;16,99;0;5218;PESSEGO EM CALDA GB 850G;;UN;1;16,99
11,48;47,997;0,01;16,99;0;17351;HUGGIES SABONETE LIQUIDO CAMOMILA 200ml;;UN;1;16,99
11,48;47,997;0,01;16,99;0;6283;SABONETE LIQUIDO INTIMO MONANGE NEUTRO  200ML;;UN;1;16,99
5,8;46,379;0,01;8,49;0;153;BUCHA VEGETAL PARA BANHO  GLOVE 1UN;;UN;2;16,98
4,53;23,62;0,01;5,6;0;19654;PRESTOBARBA GILLETTE SUAVE 3;;UN;3;16,8
1,65;44,848;0,01;2,39;0;16629;AGUA DE COCO MARI COCO 200ml;;UN;7;16,73
11,5;43,478;0,01;16,5;0;26253235894;BISCOITO DE ARROZ INTEGRAL 95G DACOLONIA;1484;UN;1;16,5
11,55;42,857;0,01;16,5;0;18095;SHAMPOO HEAD E SHOUDERS MEN 3 EM 1 200ml;;UN;1;16,5
11,656;41,563;0,01;16,5;0;26253235752;PROTOBAR AMENDO WHEY - NUTRATA 70g;957;UN;1;16,5
3,61;52,355;0,01;5,5;0;26253235750;BARRINHA NUTS ZERO FRUTAS 30g QVITA;726;UN;3;16,5
11,56;42,647;0,01;16,49;0;10584;VASSOURA NOVIÇA ORIGINAL BETTANN;;UN;1;16,49
11,59;42,278;0,01;16,49;0;867;VELAS SAO TARCISIO N.8 cx 8un;;UN;1;16,49
11,24;46,708;0,01;16,49;0;19220;CREME PARA PENTEAR ELSEVE HIDRA HIALURONICO 250ML;;UN;1;16,49
3,5;56,857;0,01;5,49;0;5415;MASSA PRONTA PARA TAPIOCA PINDUCA 500g;;UN;3;16,47
3,36;63,393;0,01;5,49;0;1767;SABONETE LA FLORE FLOR DE VANILA 150G;;UN;3;16,47
3,21;71,028;0,01;5,49;0;26253235740;DESINFETANTE OESTE PINHO 2L;5397;UN;3;16,47
5,59;46,512;0,01;8,19;0;6300;BEBIDA CANTINA DA SERRA ORIGINAL 750ml;;UN;2;16,38
0,71;181,69;0,01;2;0;78983776;DROPS FREEGELS CEREJA;;UN;8;16
1,39;43,885;0,01;2;0;26253235657;TUBIN  AVELA BISCOITO WAFER 48g ;;UN;8;16
10,96;45,894;0,01;15,99;0;4680;VINHO BRANCO QUINTA DO MORGADO SUAVE 750ML;;UN;1;15,99
4,2;90,238;0,01;7,99;0;5339;51 ICE BALADA 275ML;;UN;2;15,98
5,22;53,065;0,01;7,99;0;18124;TOALHA UMEDECIDA KISSES SEM TAMPA 90T;;UN;2;15,98
5,25;52,19;0,01;7,99;0;26253235471;MOLHO HOT DOG  DEZ 1,5kg;;UN;2;15,98
3,74;113,636;0,01;7,99;0;19550;RAÇÃO ENERGY DOG PREMIUM MIX RAÇAS PEQUENAS 1KG;;UN;2;15,98
5,64;41,667;0,01;7,99;0;11196;DESINFETANTE PINHO SOL LAVANDA 500ML (1);;UN;2;15,98
4,397;81,727;0,01;7,99;0;2729;DESINFETANTE KI JOIA FLORAL TRASNPARENTE 2L;;UN;2;15,98
5,26;51,901;0,01;7,99;0;78983627;MOLHO PIZZA DEZ 1,5KG;;UN;2;15,98
5,58;43,19;0,01;7,99;0;203;AGUA SANITARIA QBOA 2L;;UN;2;15,98
5,24;52,481;0,01;7,99;0;16737;PIMENTA CUMARI GOIAS 30G;;UN;2;15,98
5,5;45,273;0,01;7,99;0;1437;CREME DENTAL COLGATE MENTA REFRESCANTE 180G;;UN;2;15,98
2,63;51,711;0,01;3,99;0;11568;PRESTOBARBA GILLETTE ULTRAGRIP ALOE VERA;;UN;4;15,96
3,64;42,582;0,01;5,19;0;5466;CHA MATTE LEAO NATURAL 100G;;UN;3;15,57
10,56;46,78;0,01;15,5;0;15719;SHAMPOO PANTENE COLAGENO 175ml;;UN;1;15,5
2,65;94,591;0,01;5,157;0;337;PENTE PLASTICO FIBRA FORTE CABO LARGO 1UN;;UN;3;15,47
2,56;55,859;0,01;3,99;0;8330;SACO PARA LIXO OESTE 15LITROS COM 20UN;;UN;4;15,39
10,51;45,1;0,01;15,25;0;5277;OLEO DE COCO COPRA EXTRAVIRGEM SACHE 100ML;;UN;1;15,25
1,68;48,81;0,01;2,5;0;11637;SUCO REFRESKANT SALADA DE FRUTAS 110g;;UN;6;15
5;50;0,01;7,5;0;26253235595;COLAR BUG;;UN;2;15
1,4;78,571;0,01;2,5;0;26253235936;BANANINHA ZERO AÇUCAR GRANFRUTALLE 30g;351;UN;6;15
9,7;54,536;0,01;14,99;0;10891;FRALDA DESCARTAVEL PANDA JUMBINHO M 18FR;;UN;1;14,99
9,79;53,115;0,01;14,99;0;2186;GOIAS GRANOLA TRADICIONAL 500G;;UN;1;14,99
11;36,273;0,01;14,99;0;78983624;AZEITONA PRETA AZAPA C/CAROÇO MUCHO GUSTO 300G;;UN;1;14,99
9,79;53,115;0,01;14,99;0;12685;DOCE DE LEITE PASTOSO COM COCO 450g;;UN;1;14,99
12,17;23,172;0,01;14,99;0;8443;RODO CONDOR PEQUENO 30cm;;UN;1;14,99
9,7;54,536;0,01;14,99;0;10892;FRALDA DESCARTAVEL PANDA JUMBINHO XG 14FR;;UN;1;14,99
9,7;54,536;0,01;14,99;0;13566;FRALDA DESCARTAVEL PANDA JUMBINHO P 20FR;;UN;1;14,99
11,13;34,681;0,01;14,99;0;17169;AMACIANTE FLOM SENSUAL BLOM 900 ML;;UN;1;14,99
9,66;55,176;0,01;14,99;0;386;ESPUMA BARBEAR KINGS AERO 150ml;;UN;1;14,99
12,08;24,089;0,01;14,99;0;18998;FRALDA DESCARTAVEL PARA ADULTO ISACARE EG 7UN;;UN;1;14,99
9,79;53,115;0,01;14,99;0;10771;DOCE DE LEITE PASTOSO CASADINHO 450g;;UN;1;14,99
9,79;53,115;0,01;14,99;0;19415;DOCE DE LEITE COM MAMAO 450g;;UN;1;14,99
10,54;42,22;0,01;14,99;0;1516;DESODORANTE GIOVANNA BABY CANDY AEROSOL 150ML/90G;;UN;1;14,99
4,5;66,444;0,01;7,49;0;17246;VELA SAO DOMINGOS N7 8UN;;UN;2;14,98
5,1;46,863;0,01;7,49;0;11699;FINI GELATINA RATO 80G;;UN;2;14,98
3,81;30,971;0,01;4,99;0;12456;ESCOVA DE DENTE SORRISO TRIPLA MACIA;;UN;3;14,97
3,52;41,761;0,01;4,99;0;12042;COLA SUPER BONDER LOCTITE 3g;;UN;3;14,97
1,76;69,886;0,01;2,99;0;3778;MOSTARDA FUGINI ORIGINAL bico 180G;;UN;5;14,95
2,5;56;0,01;3,9;0;11899;PRESTOBARBA GILLETTE ULTRAGRIP 2 CABEÇA MOVEL 1UN;;UN;4;14,8
10,43;39,022;0,01;14,5;0;11120;MENTOS PURE FRESH 56g;;UN;1;14,5
1,4;72,619;0,01;2,417;0;18562;RUPPERS SALGADINHO QUEIJO 50G;;UN;6;14,5
9,5;52,632;0,01;14,5;0;9441;CAMARAO CINZA INTEIRO MARIS 200g;;UN;1;14,5
4,72;53,602;0,01;7,25;0;26253235904;QVITA SACHE CIDREIRA/CAMOMILA/MELISSA E MARACUJA 12G;705;UN;2;14,5
10;45;0,01;14,5;0;2290;XAROPE FRUYT SYRUP - MELANCIA 500ml;;UN;1;14,5
9,18;57,952;0,01;14,5;0;11121;MENTOS PURE FREH MINT 56G 28UN;;UN;1;14,5
5;45;0,01;7,25;0;26253235899;QVITA CHA CIDREIRA/CAMOMILA/MELISSA E FUNCHO 12G;1394;UN;2;14,5
10,12;43,182;0,01;14,49;0;11685;SAL DE PARILLA GOIAS 600g;;UN;1;14,49
3,33;44,144;0,01;4,8;0;3206;HUGGIES SABONETE INFANTIL 75g - 28035;;UN;3;14,4
2,4;45,833;0,01;3,5;0;17719;BALA FINI BEIJOS 35g;;UN;4;14
8,71;60,62;0,01;13,99;0;1806;POLIDOR DE SAPATOS EM PASTA NUGGET PRETO 36G;;UN;1;13,99
9,73;43,782;0,01;13,99;0;12922;PALMITO OURO DO VALE 300g;;UN;1;13,99
9,81;42,61;0,01;13,99;0;11495;GEL DE CABELO BOZZANO AZUL 300g;;UN;1;13,99
8,5;64,588;0,01;13,99;0;7714;REQUEIJAO CREMOSO BISNAGA PIRACANJUBA 400G;;UN;1;13,99
4,74;47,468;0,01;6,99;0;1642;HASTES FLEXIVEIS COTONETES (75un);;UN;2;13,98
5,28;32,386;0,01;6,99;0;10788;FINI MARSHMALLOW MARIA MOLE 80g;;UN;2;13,98
0;0;0,01;6,99;0;18131;SUPLEMENTO PRO FORCE FRUTAS VERMELHAS 250ml;;UN;2;13,98
5,204;34,326;0,01;6,99;0;10964;MARSHMALLOWS FINI CAMPING 80G;;UN;2;13,98
5,68;23,063;0,01;6,99;0;13271;ENERGETICO EXTRA POWER TROPICAL ENERGY 473ml;;UN;2;13,98
9,11;51,482;0,01;13,8;0;17966;SACO PARA LIXO PURA CASA 50L;;UN;1;13,8
3,17;44,795;0,01;4,59;0;26253235831;COADOR DE PANO N.6 -FIBRA FORTE;;UN;3;13,77
1,7;61,765;0,01;2,75;0;78983645;Stick Mentos fruit 37,5g;;UN;5;13,75
4,73;42,706;0,01;6,75;0;9685;LISTRA MOVEIS CASAFLOR LAVANDA 220ML;;UN;2;13,5
1,05;42,857;0,01;1,5;0;7287;SUCO TANG UVA INTENSA 18G;;UN;9;13,5
0,7;114,286;0,01;1,5;0;16041;SUCO EM PO  REFRESKANT 20g UVA ;;UN;9;13,5
1,91;41,361;0,01;2,7;0;4073;MIOJO NISSIN LAMEN CARNE COM TOMATE ;;UN;5;13,5
9,02;49,557;0,01;13,49;0;12378;AMACIANTE CONCENTRADO DOWNY BRISA DE VERAO 500ml;;UN;1;13,49
10,3;30,971;0,01;13,49;0;18800;AMACIANTE DOWNY LIRIOS DO CAMPO 500ml;;UN;1;13,49
3,45;30,145;0,01;4,49;0;26253235912;CANTO DE MINAS IOGURTE TRIPLO ZERO VITAMINA 170g;1449;UN;3;13,47
9,36;41,56;0,01;13,25;0;1326;CONDICIONADOR SEDA LISO EXTREMO 325ML;;UN;1;13,25
4,41;47,392;0,01;6,5;0;13446; KIT DE AGULHAS (24X1) + 1 PASSADOR;;UN;2;13
4,33;50,115;0,01;6,5;0;7815;TORRADA INTEGRAL BAUDUCCO 142G;;UN;2;13
9,19;41,349;0,01;12,99;0;15978;OLD SPICE DESODORANTE AERO REFRECANTE 150ml;;UN;1;12,99
8,69;49,482;0,01;12,99;0;19427;CREAM CHEESE CANTO DE MINAS 150g;;UN;1;12,99
4,54;42,952;0,01;6,49;0;3939;SAZON TEMPERO ALHO 60G;;UN;2;12,98
4,223;53,671;0,01;6,49;0;26253235945;MULTI GEO DESENGORDURANTE LIMAO 0,5L ;000000003000000925;UN;2;12,98
4,38;48,174;0,01;6,49;0;15945;SAZON PARA FRANGO 60G;;UN;2;12,98
4,18;55,263;0,01;6,49;0;3336;VEJA GOLD MULTIUSO ORIGINAL 500ML;;UN;2;12,98
4,27;51,991;0,01;6,49;0;1964;COOKIES BAUDUCCO O DELICIOSO SABOR CHOCOLATE 100G;;UN;2;12,98
4,213;54,065;0,01;6,49;0;26253235971;ABSORVENTE LADYSOFT NOTURNO SUAVE COM ABAS 8UN;477466;UN;2;12,98
4,51;43,902;0,01;6,49;0;2750;FARINHA DE MILHO BIJU PINDUCA 500g;;UN;2;12,98
2,18;48,624;0,01;3,24;0;16503;AMENDOIM PETTIZ PIMENTA VERMELHA 50G;;UN;4;12,96
1,99;25,628;0,01;2,5;0;13473;BISCOITO WAFER DADINHO DUO CHOC 90G;;UN;5;12,5
1,81;38,122;0,01;2,5;0;16198;TIC TAC PASTILHAS MENTA FRESH 14,5G;;UN;5;12,5
1,4;78,571;0,01;2,5;0;14836;RUPPERS SALGADINHO REQUEIJAO 45G;;UN;5;12,5
8,29;50,663;0,01;12,49;0;15812;OLEO PAIXAO FLOR DE BAUNILHA 100ML;;UN;1;12,49
8,9;40,337;0,01;12,49;0;19690;KOMBUCHA LIMAO SICILIANO E GENGIBRE;;UN;1;12,49
8,29;50,663;0,01;12,49;0;18348;OLEO CORPORAL PAIXAO AVELA 100ML;;UN;1;12,49
8,05;55,155;0,01;12,49;0;16151;LENÇOS UMEDECIDOS HUGGIES 88 toalhas;;UN;1;12,49
2,183;42,705;0,01;3,115;0;16832;DORI AMENDOIM CROCANTE PETTIZ 50G;;UN;4;12,46
1,73;43,931;0,01;2,49;0;588;DETERGENTE LIMPOL LIMAO 500ML;;UN;5;12,45
2,91;42,612;0,01;4,15;0;2534;SABONETE FRANCIS ORQUIDEA E QUARTZO 90G;;UN;3;12,45
1,72;44,767;0,01;2,49;0;7017;PRENDEDOR DE ROUPAS DE MADEIRA GINA 12UN;;UN;5;12,45
1,55;60,645;0,01;2,49;0;6253;MAIONESE FUGINI ORIGINAL 180G;;UN;5;12,45
0,15;100;0,01;0,3;0;17399;PIRULITO PEQUENO FLOPITO UNITARIO;;UN;41;12,3
8,76;40,297;0,01;12,29;0;1349;CONDICIONADOR KOLENE NUTRE E AMACIA 500ML;;UN;1;12,29
8,31;47,413;0,01;12,25;0;13789;GRAO DE BICO PINDUCA 500g;;UN;1;12,25
1,55;29,032;0,01;2;0;483431663;PASTILHA FINI MENTA 14 G;;UN;6;12
2,3;73,913;0,01;4;0;26253235457;NECTAR PICOLE DE  LEITE CONDENSADO ;;UN;3;12
0,62;61,29;0,01;1;0;11747;CANETA BIC CRISTAL PRETA UN;;UN;12;12
1,15;73,913;0,01;2;0;26253235935;BANANINHA CREMOSA GRANFRUTALLE 30g;350;UN;6;12
1,8;122,222;0,01;4;0;26253235463;NECTAR PICOLE DE COCO BRANCO ;;UN;3;12
9;33,222;0,01;11,99;0;16112;DESODORANTE ABOVE AERO NEYMAR JR;;UN;1;11,99
8,34;43,765;0,01;11,99;0;2291;XAROPE FRUYT SYRUP - MAÇA VERDE 500ml;;UN;1;11,99
8,12;47,66;0,01;11,99;0;11160;VINAGRE DE MAÇA NATURAL LIFE 500ML;;UN;1;11,99
7,97;50,439;0,01;11,99;0;19061;UTEK GARFO DE MESA INOX (6X1);;UN;1;11,99
7,99;50,063;0,01;11,99;0;18837;DOCE DE LEITE CASADINHO 300G;;UN;1;11,99
8,36;43,421;0,01;11,99;0;16691;FINI MARSHMALLOWS VULCAO AZUL BAUNILHA 200g;;UN;1;11,99
3,56;68,258;0,01;5,99;0;2122;BISCOITO MARILAN PIT STOP ORIGINAL 6 PACOTES DE 27G;;UN;2;11,98
5,5;8,909;0,01;5,99;0;26253235513;BISCOITO VALE DA CANASTRA - NINHO RECHEADO 300g;;UN;2;11,98
4,13;45,036;0,01;5,99;0;7306;CUP NOODLES PARMEGIANA 68g;;UN;2;11,98
4,13;45,036;0,01;5,99;0;6279;CUP NOODDLES CHEDDAR 69G;;UN;2;11,98
3,86;55,181;0,01;5,99;0;18601;CORTADOR DE UNHA UTEK;;UN;2;11,98
5,5;8,909;0,01;5,99;0;26253235511;ROSCA VALE DA CANASTRA - LEITE CONDENSADO 300g;;UN;2;11,98
4,99;20,04;0,01;5,99;0;78983722; FINI TUBES SABOR TROPICAL 80G;;UN;2;11,98
3,99;50,125;0,01;5,99;0;19121;COADOR DE CAFE EXTRA GRANDE 1UN;;UN;2;11,98
3,89;53,985;0,01;5,99;0;13104;CERVEJA HEINEKEN ZERO ALCOOL LATA 350ml;;UN;2;11,98
4,1;46,098;0,01;5,99;0;18772;MISTURA PARA BOLO VELLY SABOR CENOURA 350G;;UN;2;11,98
4,13;45,036;0,01;5,99;0;12104;CUP NOODLES BOLONHESA 72g;;UN;2;11,98
4,13;45,036;0,01;5,99;0;5818;CUP NOODLES NISSIN CARNE DEFUMADA 69G;;UN;2;11,98
2,58;54,651;0,01;3,99;0;502;UTEK RALO JAPONES PIA;;UN;3;11,97
2,48;60,887;0,01;3,99;0;9185;BOCA GELATINA DORI 60G;;UN;3;11,97
3,08;29,545;0,01;3,99;0;26253235916;CANTO DE MINAS IOGURTE VITAMINA 180g;852;UN;3;11,97
3,16;26,266;0,01;3,99;0;16213;CHOCOLATE KINDER TRONKY 18G;;UN;3;11,97
2,7;47,778;0,01;3,99;0;13892;COLA BRANCA MAXI COLA 110g;;UN;3;11,97
2,05;45,854;0,01;2,99;0;12925;CORDA VARAL ACO 10MTS;;UN;4;11,96
3,84;55,99;0,01;5,99;0;5535;FIO DENTAL HILLO 100m;;UN;2;11,96
1,9;57,368;0,01;2,99;0;2177;BISCOITO NESTLE PASSATEMPO CHOCOLATE 130G;;UN;4;11,96
1,24;60,484;0,01;1,99;0;17291;SUCO PROMIX SABOR LIMAO 80G;;UN;6;11,94
1,32;50,758;0,01;1,99;0;310;AGUA OXIGENADA CREMOSA CRUZEIRO VOL.30;;UN;6;11,94
5,5;8,909;0,01;5,99;0;26253235512;BISCOITO VALE DA CANASTRA - NATA  300g;;UN;2;11,92
0,25;30,556;0,01;0,326;0;16900;DADINHO BALINHA UNITARIA ;;UN;36;11,75
2,73;42,857;0,01;3,9;0;5322;PRATOS DESCARTAVEIS RASO TERMOPOT;;UN;3;11,7
7,67;51,108;0,01;11,59;0;26253235892;SEQUILHO ZERO CACAU/COCO 120G NAZINHA;555;UN;1;11,59
0,3;66,667;0,01;0,5;0;14783;BAND AID unitario;;UN;23;11,5
4,03;42,68;0,01;5,75;0;2812;ESPONJA VEGETAL FIBRA FORTE PIM POP;;UN;2;11,5
7,67;49,935;0,01;11,5;0;19512;DEPFLAX FOLHA DEPILATORIA FACIAL MORANGO;;UN;1;11,5
8,34;37,77;0,01;11,49;0;13113;RAÇAO CHANIN CASTRADOS 1KG;;UN;1;11,49
8,17;40,636;0,01;11,49;0;16110;HERBISSIMO DESODORANTE TWIST HIBISCO 45G;;UN;1;11,49
7,64;50,393;0,01;11,49;0;7054;PIMENTA DO REINO EM PO POTE GOIAS 70g;;UN;1;11,49
3,65;61,644;0,01;5,9;0;1685;ABSORVENTE INTIMUS NORMAL SECA C/ ABAS 8un;;UN;2;11,31
3,93;39,949;0,01;5,5;0;2982;BARRA DE CEREAL NUTS COCO E CHOCOLATE 33g;;UN;2;11
4,83;13,872;0,01;5,5;0;15403;FINI GELATINA EDWIGES HARRY POTTER 70G;;UN;2;11
7,61;44,415;0,01;10,99;0;9911;COPOS DESCARTAVEIS 500 ML TERMOPOT;;UN;1;10,99
7,56;45,37;0,01;10,99;0;1714;ABSORVENTE INTERNOS INTIMUS MINI 8UN;;UN;1;10,99
6,99;57,225;0,01;10,99;0;9525;RAPADURA DOCE DE LEITE COM MAMAO 500g;;UN;1;10,99
7,77;41,441;0,01;10,99;0;10220;BISCOITO BAUDUCCO BANANA COM CANELA 354g;;UN;1;10,99
7,2;52,639;0,01;10,99;0;4799;ENXAGUANTE BUCAL COLGATE PLAX CLASSIC 250ml;;UN;1;10,99
3,36;63,393;0,01;5,49;0;1765;SABONETE LA FLORE FLOR DE LAVANDA 180G;;UN;2;10,98
3,458;58,785;0,01;5,49;0;10253;IOIO CHOCO MIX 30g;;UN;2;10,98
4,22;30,095;0,01;5,49;0;26253235632;PILHA STARLUX ALCALINA ENERGY AA 2UN;;UN;2;10,98
2,48;47,177;0,01;3,65;0;9128;SABONETE PROTEX SUAVE 85G;;UN;3;10,95
2,48;47,177;0,01;3,65;0;9129;SABONETE PROTEX COMPLETE 12 85G;;UN;3;10,95
7,53;44,754;0,01;10,9;0;298;VEJA DESENGORDURA RAPIDO  LIMAO 500ML;;UN;1;10,9
7,25;50,345;0,01;10,9;0;16215;CREME HIDRATANTE COQUETEL DE FRUTAS SKALA 1000G;;UN;1;10,9
